Consignee_Contact_Name,Domestic_Barcode,Country_Code,DespatchDate,Batch_No,
206-7115900-2023559,CP087935843IE,IE,20230529,20230529uk,
204-1114453-0405138,CP087935857IE,IE,20230529,20230529uk,
203-6453952-1301962,CP087935865IE,IE,20230529,20230529uk,
026-6565075-2733123,CP087935874IE,IE,20230529,20230529uk,
205-4813042-6646752,CP087935888IE,IE,20230529,20230529uk,
205-1008457-7876335,CP087935769IE,IE,20230529,20230529uk,
205-5405176-8497124,CP087935905IE,IE,20230529,20230529uk,
204-7114807-9002762,CP087935715IE,IE,20230529,20230529uk,
114-5690966-5586632,CA072597075IE,US,20230529,20230529us,
114-6322781-8833865,LX889938800IE,US,20230529,20230529us,
111-5757419-2998619,LX889938813IE,US,20230529,20230529us,
111-5702063-9255443,LX889938827IE,US,20230529,20230529us,
111-9767148-7302617,LX889938835IE,US,20230529,20230529us,
114-1424589-8327413,LX889938844IE,US,20230529,20230529us,
113-6075803-5096258,LX889938858IE,US,20230529,20230529us,
112-5253388-4188257,LX889938861IE,US,20230529,20230529us,
111-8964666-8223412,LX889938875IE,US,20230529,20230529us,
204-8956909-0210714,CP087935891IE,IE,20230529,20230529uk,
20-10103-59187,CA072597035IE,FR,20230529,20230529eb,
206-2942804-7355561,CP087935790IE,IE,20230529,20230529uk,
205-2253109-5284316,CP087935809IE,IE,20230529,20230529uk,
06-10109-32199,LX889938597IE,US,20230529,20230529eb,
04-10109-21331,LX889938606IE,GB,20230529,20230529eb,
04-10109-09909,LX889938610IE,GB,20230529,20230529eb,
25-10096-82485,LX889938623IE,DE,20230529,20230529eb,
05-10106-81376,LX889938637IE,FI,20230529,20230529eb,
07-10105-40071,LX889938645IE,US,20230529,20230529eb,
15-10101-21645,LX889938654IE,DE,20230529,20230529eb,
026-7540086-4160338,CP087935738IE,IE,20230529,20230529uk,
13-10107-75597,CA072597027IE,FR,20230529,20230529eb,
204-4008432-5102727,CP087935724IE,IE,20230529,20230529uk,
20-10098-84813,CA072597044IE,NO,20230529,20230529eb,
404-3078877-8779531,CA072597058IE,SE,20230529,20230529uk,
408-4061024-3981938,LX889938699IE,FR,20230529,20230529uk,
405-6959898-5001150,LX889938708IE,ES,20230529,20230529uk,
404-5105681-4000316,LX889938787IE,SE,20230529,20230529uk,
404-4177849-7791532,LX889938795IE,FR,20230529,20230529uk,
026-0655601-1604355,CP087935698IE,IE,20230529,20230529uk,
205-9271897-2390705,CP087935707IE,IE,20230529,20230529uk,
114-3638274-8089862,LX889938889IE,US,20230529,20230529us,
205-9544902-6697116,CA072597013IE,GB,20230529,20230529uk,
